window,market,code,name,cat,strategy,priceChange,return,maxDrawdown,sharpe,tradeCount,ok,err
W4,A,300274,"阳光电源",A小盘,trend5,-9.55,-10.72,10.72,-2.04,2,true,
W4,A,688981,"中芯国际",A小盘,trend3,10.36,1.64,0.00,0.30,2,true,
W1,A,688012,"中微公司",A小盘,trend3,-5.27,1.84,0.00,0.28,2,true,
W4,A,688981,"中芯国际",A小盘,trend5,10.36,-1.02,1.02,0.10,2,true,
W4,A,688111,"金山办公",A小盘,trend6,-44.96,0.00,0.00,0.00,0,true,
W4,A,300274,"阳光电源",A小盘,trend6,-9.55,-10.72,10.72,-2.04,2,true,
W1,A,603290,"斯达半导",A小盘,trend,-11.62,-13.80,6.77,-1.11,12,true,
W1,A,688012,"中微公司",A小盘,trend5,-5.27,3.00,0.00,0.36,2,true,
W4,A,688981,"中芯国际",A小盘,trend6,10.36,-1.02,1.02,0.10,2,true,
W1,A,688012,"中微公司",A小盘,trend6,-5.27,4.84,0.00,0.51,2,true,
W1,A,002129,"TCL中环",A小盘,trend,-21.67,-17.28,14.95,-1.10,12,true,
W1,A,603290,"斯达半导",A小盘,trend2,-11.62,-11.46,9.50,-1.09,4,true,
W1,A,002129,"TCL中环",A小盘,trend2,-21.67,-12.57,14.95,-0.84,8,true,
W1,A,601012,"隆基绿能",A小盘,trend,-16.98,-13.69,15.46,-0.84,10,true,
W2,A,688012,"中微公司",A小盘,trend,62.06,40.92,2.92,2.25,12,true,
W1,A,601012,"隆基绿能",A小盘,trend2,-16.98,-17.97,15.46,-2.09,8,true,
W1,A,603290,"斯达半导",A小盘,trend3,-11.62,-17.09,9.39,-2.12,4,true,
W1,A,002129,"TCL中环",A小盘,trend3,-21.67,-30.99,16.29,-2.63,6,true,
W1,A,603290,"斯达半导",A小盘,trend5,-11.62,-0.67,0.67,-0.06,2,true,
W2,A,688012,"中微公司",A小盘,trend2,62.06,-5.49,6.74,-0.40,18,true,
W1,A,601012,"隆基绿能",A小盘,trend3,-16.98,-30.73,15.98,-2.35,6,true,
W2,A,688012,"中微公司",A小盘,trend3,62.06,59.57,0.00,2.67,2,true,
W1,A,002129,"TCL中环",A小盘,trend5,-21.67,-10.41,10.03,-0.92,4,true,
W1,A,603290,"斯达半导",A小盘,trend6,-11.62,-0.67,0.67,-0.06,2,true,
W1,A,002129,"TCL中环",A小盘,trend6,-21.67,-10.41,10.03,-0.92,4,true,
W1,A,601012,"隆基绿能",A小盘,trend5,-16.98,-17.55,10.01,-1.32,4,true,
W2,A,688012,"中微公司",A小盘,trend5,62.06,21.85,6.74,1.54,6,true,
W1,A,601012,"隆基绿能",A小盘,trend6,-16.98,-11.80,10.01,-0.90,4,true,
W2,A,603290,"斯达半导",A小盘,trend,26.06,-0.74,6.11,-0.01,12,true,
W2,A,002129,"TCL中环",A小盘,trend,1.46,-8.89,5.97,-2.10,10,true,
W2,A,603290,"斯达半导",A小盘,trend2,26.06,5.57,1.09,0.61,6,true,
W2,A,688012,"中微公司",A小盘,trend6,62.06,21.85,6.74,1.54,6,true,
W2,A,601012,"隆基绿能",A小盘,trend,13.56,6.56,4.54,0.86,12,true,
W3,A,688012,"中微公司",A小盘,trend,3.14,-0.95,8.19,0.05,8,true,
W2,A,002129,"TCL中环",A小盘,trend2,1.46,6.40,2.43,0.92,6,true,
W2,A,603290,"斯达半导",A小盘,trend3,26.06,32.97,0.00,2.11,2,true,
W2,A,002129,"TCL中环",A小盘,trend3,1.46,-16.87,9.49,-2.45,6,true,
W2,A,601012,"隆基绿能",A小盘,trend2,13.56,-12.59,4.97,-3.17,10,true,
W3,A,688012,"中微公司",A小盘,trend2,3.14,8.13,2.52,0.98,6,true,
W2,A,601012,"隆基绿能",A小盘,trend3,13.56,-8.78,6.10,-1.17,4,true,
W2,A,603290,"斯达半导",A小盘,trend5,26.06,25.37,0.00,1.74,2,true,
W2,A,002129,"TCL中环",A小盘,trend5,1.46,-14.14,7.66,-2.09,6,true,
W2,A,603290,"斯达半导",A小盘,trend6,26.06,25.37,0.00,1.74,2,true,
W3,A,688012,"中微公司",A小盘,trend3,3.14,-35.29,17.94,-2.76,6,true,
W2,A,601012,"隆基绿能",A小盘,trend5,13.56,-7.05,6.10,-0.93,4,true,
W3,A,688012,"中微公司",A小盘,trend5,3.14,-34.15,14.31,-3.09,8,true,
W2,A,002129,"TCL中环",A小盘,trend6,1.46,-10.31,3.83,-1.62,6,true,
W3,A,603290,"斯达半导",A小盘,trend,-8.33,-6.63,12.49,-0.60,10,true,
W3,A,002129,"TCL中环",A小盘,trend,-0.88,10.49,10.31,0.78,10,true,
W2,A,601012,"隆基绿能",A小盘,trend6,13.56,-3.30,4.89,-0.45,4,true,
W3,A,688012,"中微公司",A小盘,trend6,3.14,-24.57,14.31,-2.35,8,true,
W3,A,601012,"隆基绿能",A小盘,trend,-0.89,-19.72,7.51,-1.95,18,true,
W3,A,603290,"斯达半导",A小盘,trend2,-8.33,-7.26,4.75,-0.86,10,true,
W3,A,002129,"TCL中环",A小盘,trend2,-0.88,-17.18,6.62,-1.35,12,true,
W3,A,603290,"斯达半导",A小盘,trend3,-8.33,-24.22,13.69,-1.75,6,true,
W4,A,688012,"中微公司",A小盘,trend,54.09,17.78,2.66,1.79,4,true,
W3,A,601012,"隆基绿能",A小盘,trend2,-0.89,-7.02,3.60,-0.79,10,true,
W4,A,688012,"中微公司",A小盘,trend2,54.09,28.24,1.43,2.01,6,true,
W3,A,002129,"TCL中环",A小盘,trend3,-0.88,-7.40,5.30,-0.37,4,true,
W3,A,603290,"斯达半导",A小盘,trend5,-8.33,-17.51,9.41,-1.82,4,true,
W3,A,002129,"TCL中环",A小盘,trend5,-0.88,-1.90,1.90,-0.03,2,true,
W3,A,601012,"隆基绿能",A小盘,trend3,-0.89,-6.24,6.04,-0.32,4,true,
W4,A,688012,"中微公司",A小盘,trend3,54.09,-7.89,12.76,-0.27,6,true,
W3,A,601012,"隆基绿能",A小盘,trend5,-0.89,-11.45,7.88,-1.00,6,true,
W3,A,603290,"斯达半导",A小盘,trend6,-8.33,-12.92,7.12,-2.10,4,true,
W3,A,002129,"TCL中环",A小盘,trend6,-0.88,-9.48,6.65,-0.79,4,true,
W4,A,603290,"斯达半导",A小盘,trend,26.24,-5.11,9.63,-0.24,12,true,
W4,A,688012,"中微公司",A小盘,trend5,54.09,11.96,10.34,0.84,6,true,
W3,A,601012,"隆基绿能",A小盘,trend6,-0.89,-7.26,3.52,-0.60,6,true,
W4,A,688012,"中微公司",A小盘,trend6,54.09,-3.83,6.37,-0.09,8,true,
W4,A,002129,"TCL中环",A小盘,trend,12.75,-10.00,14.73,-0.50,14,true,
W4,A,603290,"斯达半导",A小盘,trend2,26.24,1.86,3.03,0.30,6,true,
W4,A,002129,"TCL中环",A小盘,trend2,12.75,-11.19,12.64,-0.81,8,true,
W4,A,601012,"隆基绿能",A小盘,trend,-33.23,-16.40,6.88,-4.02,10,true,
W1,A,600703,"三安光电",A小盘,trend,-12.56,-11.06,10.52,-1.39,8,true,
W4,A,601012,"隆基绿能",A小盘,trend2,-33.23,-0.59,0.59,-0.68,2,true,
W4,A,603290,"斯达半导",A小盘,trend3,26.24,-12.57,12.57,-0.61,6,true,
W4,A,002129,"TCL中环",A小盘,trend3,12.75,-6.93,5.30,-0.38,4,true,
W4,A,603290,"斯达半导",A小盘,trend5,26.24,-14.77,9.41,-1.05,4,true,
W1,A,600703,"三安光电",A小盘,trend2,-12.56,-10.65,10.52,-1.75,8,true,
W4,A,601012,"隆基绿能",A小盘,trend3,-33.23,-12.50,12.50,-2.87,2,true,
W1,A,600703,"三安光电",A小盘,trend3,-12.56,-11.65,6.90,-1.48,4,true,
W4,A,002129,"TCL中环",A小盘,trend5,12.75,0.00,0.00,0.00,0,true,
W4,A,603290,"斯达半导",A小盘,trend6,26.24,-12.61,7.12,-0.92,4,true,
W4,A,002129,"TCL中环",A小盘,trend6,12.75,0.00,0.00,0.00,0,true,
W4,A,601012,"隆基绿能",A小盘,trend5,-33.23,-7.88,7.88,-2.65,2,true,
W1,A,600703,"三安光电",A小盘,trend5,-12.56,-1.82,1.82,-0.18,2,true,
W4,A,601012,"隆基绿能",A小盘,trend6,-33.23,-3.52,3.52,-1.95,2,true,
W1,A,510300,"沪深300ETF",ETF,trend,-15.16,-19.12,11.45,-2.41,18,true,
W1,A,510500,"中证500ETF",ETF,trend,-9.59,-9.90,11.41,-1.26,10,true,
W1,A,600703,"三安光电",A小盘,trend6,-12.56,-1.82,1.82,-0.18,2,true,
W1,A,159915,"创业板ETF",ETF,trend,-23.00,-27.63,23.64,-2.14,10,true,
W1,A,510300,"沪深300ETF",ETF,trend2,-15.16,-10.08,11.45,-1.38,6,true,
W1,A,510500,"中证500ETF",ETF,trend2,-9.59,-13.16,11.41,-2.36,6,true,
W2,A,600703,"三安光电",A小盘,trend,31.24,2.97,13.36,0.38,22,true,
W1,A,159915,"创业板ETF",ETF,trend2,-23.00,-23.92,23.64,-2.00,8,true,
W1,A,510300,"沪深300ETF",ETF,trend3,-15.16,-20.53,11.45,-2.86,6,true,
W1,A,510500,"中证500ETF",ETF,trend3,-9.59,-23.62,11.32,-3.46,8,true,
W2,A,600703,"三安光电",A小盘,trend2,31.24,0.61,0.17,0.16,6,true,
W1,A,159915,"创业板ETF",ETF,trend3,-23.00,-23.43,16.28,-1.99,4,true,
W1,A,510300,"沪深300ETF",ETF,trend5,-15.16,-11.59,9.28,-1.83,4,true,
W1,A,510500,"中证500ETF",ETF,trend5,-9.59,-17.15,7.50,-3.35,6,true,
W2,A,600703,"三安光电",A小盘,trend3,31.24,3.81,9.41,0.45,6,true,
W1,A,510500,"中证500ETF",ETF,trend6,-9.59,-14.20,7.50,-2.79,6,true,
W1,A,159915,"创业板ETF",ETF,trend5,-23.00,-16.28,16.28,-1.46,2,true,
W1,A,510300,"沪深300ETF",ETF,trend6,-15.16,-11.59,9.28,-1.83,4,true,
W1,A,159915,"创业板ETF",ETF,trend6,-23.00,-16.28,16.28,-1.46,2,true,
W2,A,600703,"三安光电",A小盘,trend5,31.24,-0.11,6.23,0.09,8,true,
W2,A,510500,"中证500ETF",ETF,trend,28.52,20.67,4.42,3.37,10,true,
W2,A,600703,"三安光电",A小盘,trend6,31.24,3.73,6.23,0.45,8,true,
W2,A,510300,"沪深300ETF",ETF,trend,22.27,11.71,7.23,2.19,18,true,
W2,A,159915,"创业板ETF",ETF,trend,55.64,42.29,17.20,3.51,12,true,
W2,A,510300,"沪深300ETF",ETF,trend2,22.27,2.33,0.00,1.45,2,true,
W2,A,510500,"中证500ETF",ETF,trend2,28.52,-0.66,3.97,-0.20,4,true,
W3,A,600703,"三安光电",A小盘,trend,-24.57,-15.17,12.11,-1.30,12,true,
W2,A,510500,"中证500ETF",ETF,trend3,28.52,19.53,9.30,3.12,4,true,
W2,A,159915,"创业板ETF",ETF,trend2,55.64,11.59,0.00,1.68,4,true,
W2,A,510300,"沪深300ETF",ETF,trend3,22.27,21.11,0.00,3.54,2,true,
W2,A,159915,"创业板ETF",ETF,trend3,55.64,57.39,0.00,4.15,2,true,
W3,A,600703,"三安光电",A小盘,trend2,-24.57,-10.29,15.61,-0.76,10,true,
W2,A,510500,"中证500ETF",ETF,trend5,28.52,17.17,7.48,2.84,4,true,
W3,A,600703,"三安光电",A小盘,trend3,-24.57,-13.99,14.10,-0.47,4,true,
W2,A,510300,"沪深300ETF",ETF,trend5,22.27,18.65,0.00,3.26,2,true,
W2,A,159915,"创业板ETF",ETF,trend5,55.64,49.00,0.00,3.81,2,true,
W2,A,510300,"沪深300ETF",ETF,trend6,22.27,14.93,0.00,2.69,4,true,
W2,A,510500,"中证500ETF",ETF,trend6,28.52,17.17,7.48,2.84,4,true,
W3,A,600703,"三安光电",A小盘,trend5,-24.57,-12.55,9.42,-0.95,6,true,
W3,A,510500,"中证500ETF",ETF,trend,4.25,6.85,15.36,1.04,12,true,
W2,A,159915,"创业板ETF",ETF,trend6,55.64,49.00,0.00,3.81,2,true,
W3,A,510300,"沪深300ETF",ETF,trend,-2.09,-7.12,3.89,-1.80,22,true,
W3,A,159915,"创业板ETF",ETF,trend,0.47,-16.73,7.17,-2.80,26,true,
W3,A,600703,"三安光电",A小盘,trend6,-24.57,-12.55,9.42,-0.95,6,true,
W3,A,510500,"中证500ETF",ETF,trend2,4.25,2.05,0.68,0.57,8,true,
W4,A,600703,"三安光电",A小盘,trend,16.86,-16.73,10.69,-1.50,12,true,
W3,A,510300,"沪深300ETF",ETF,trend2,-2.09,-0.66,0.66,-0.81,2,true,
W3,A,159915,"创业板ETF",ETF,trend2,0.47,1.85,0.00,0.90,2,true,
W3,A,510300,"沪深300ETF",ETF,trend3,-2.09,-7.82,5.37,-1.38,4,true,
W3,A,510500,"中证500ETF",ETF,trend3,4.25,-8.00,13.63,-1.05,6,true,
W4,A,600703,"三安光电",A小盘,trend2,16.86,-13.83,11.63,-1.26,6,true,
W3,A,510500,"中证500ETF",ETF,trend5,4.25,-2.26,10.46,-0.27,6,true,
W3,A,159915,"创业板ETF",ETF,trend3,0.47,-21.70,9.89,-2.48,8,true,
W3,A,510300,"沪深300ETF",ETF,trend5,-2.09,-9.34,5.57,-2.64,6,true,
W3,A,159915,"创业板ETF",ETF,trend5,0.47,-11.67,5.82,-1.68,6,true,
W4,A,600703,"三安光电",A小盘,trend3,16.86,-6.35,6.35,-0.18,4,true,
W3,A,510500,"中证500ETF",ETF,trend6,4.25,-2.26,10.46,-0.27,6,true,
W4,A,600703,"三安光电",A小盘,trend5,16.86,-3.46,2.42,-0.21,4,true,
W3,A,510300,"沪深300ETF",ETF,trend6,-2.09,-5.97,3.64,-2.27,6,true,
W3,A,159915,"创业板ETF",ETF,trend6,0.47,-9.92,5.67,-1.85,6,true,
W4,A,510300,"沪深300ETF",ETF,trend,3.85,-7.52,2.09,-3.69,12,true,
W4,A,510500,"中证500ETF",ETF,trend,5.41,0.46,2.21,0.15,10,true,
W4,A,600703,"三安光电",A小盘,trend6,16.86,-3.46,2.42,-0.21,4,true,
W4,A,510500,"中证500ETF",ETF,trend2,5.41,5.73,5.21,1.30,8,true,
W4,A,159915,"创业板ETF",ETF,trend,26.60,-5.60,8.06,-0.72,28,true,
W4,A,510300,"沪深300ETF",ETF,trend2,3.85,3.91,0.00,2.32,2,true,
W4,A,159915,"创业板ETF",ETF,trend2,26.60,-2.12,2.15,-0.46,4,true,
W1,A,588000,"科创50ETF",ETF,trend,-5.61,-19.13,19.04,-1.72,10,true,
W4,A,510500,"中证500ETF",ETF,trend3,5.41,-15.78,7.54,-2.55,8,true,
W1,A,588000,"科创50ETF",ETF,trend2,-5.61,-21.69,19.04,-2.81,4,true,
W4,A,510300,"沪深300ETF",ETF,trend3,3.85,-1.70,1.70,-0.46,4,true,
W4,A,159915,"创业板ETF",ETF,trend3,26.60,27.66,0.00,2.30,2,true,
W4,A,510300,"沪深300ETF",ETF,trend5,3.85,-0.27,0.27,-0.09,2,true,
W4,A,510500,"中证500ETF",ETF,trend5,5.41,-12.70,4.59,-2.36,6,true,
W1,A,588000,"科创50ETF",ETF,trend3,-5.61,-19.29,7.82,-2.36,6,true,
W4,A,510500,"中证500ETF",ETF,trend6,5.41,-12.70,4.59,-2.36,6,true,
W4,A,159915,"创业板ETF",ETF,trend5,26.60,12.07,0.61,1.49,4,true,
W4,A,510300,"沪深300ETF",ETF,trend6,3.85,-0.27,0.27,-0.09,2,true,
W4,A,159915,"创业板ETF",ETF,trend6,26.60,6.55,2.85,1.09,6,true,
W1,A,588000,"科创50ETF",ETF,trend5,-5.61,-2.07,2.07,-0.59,2,true,
W1,A,512880,"证券ETF",ETF,trend,-11.08,-14.64,11.09,-1.35,16,true,
W1,A,588000,"科创50ETF",ETF,trend6,-5.61,-2.07,2.07,-0.59,2,true,
W1,A,512170,"医疗ETF",ETF,trend,-11.11,-16.01,14.21,-1.70,16,true,
W1,A,512480,"半导体ETF",ETF,trend,20.27,-0.47,13.30,0.14,18,true,
W1,A,512170,"医疗ETF",ETF,trend2,-11.11,-14.21,14.21,-2.01,4,true,
W1,A,512880,"证券ETF",ETF,trend2,-11.08,-12.12,10.18,-2.10,6,true,
W2,A,588000,"科创50ETF",ETF,trend,45.51,31.75,4.73,2.50,8,true,
W1,A,512880,"证券ETF",ETF,trend3,-11.08,-1.56,1.56,-0.02,2,true,
W1,A,512480,"半导体ETF",ETF,trend2,20.27,3.72,12.89,0.42,8,true,
W1,A,512170,"医疗ETF",ETF,trend3,-11.11,-14.37,8.22,-2.76,4,true,
W1,A,512480,"半导体ETF",ETF,trend3,20.27,-11.62,12.00,-0.81,6,true,
W2,A,588000,"科创50ETF",ETF,trend2,45.51,-5.47,3.10,-0.66,6,true,
W1,A,512880,"证券ETF",ETF,trend5,-11.08,-12.23,8.62,-1.47,4,true,
W2,A,588000,"科创50ETF",ETF,trend3,45.51,31.74,9.77,2.49,4,true,
W1,A,512170,"医疗ETF",ETF,trend5,-11.11,0.00,0.00,0.00,0,true,
W1,A,512480,"半导体ETF",ETF,trend5,20.27,-0.16,0.57,0.11,4,true,
W1,A,512170,"医疗ETF",ETF,trend6,-11.11,0.00,0.00,0.00,0,true,
W1,A,512880,"证券ETF",ETF,trend6,-11.08,-12.23,8.62,-1.47,4,true,
W2,A,588000,"科创50ETF",ETF,trend5,45.51,22.48,3.64,1.90,6,true,
W2,A,512880,"证券ETF",ETF,trend,16.08,1.85,9.26,0.32,12,true,
W1,A,512480,"半导体ETF",ETF,trend6,20.27,3.97,4.52,0.47,4,true,
W2,A,512170,"医疗ETF",ETF,trend,15.98,5.65,12.35,0.92,16,true,
W2,A,512480,"半导体ETF",ETF,trend,49.67,43.78,6.65,3.25,12,true,
W2,A,588000,"科创50ETF",ETF,trend6,45.51,22.48,3.64,1.90,6,true,
W2,A,512880,"证券ETF",ETF,trend2,16.08,-0.96,0.77,-0.82,4,true,
W3,A,588000,"科创50ETF",ETF,trend,-14.81,-6.18,9.68,-0.72,12,true,
W2,A,512170,"医疗ETF",ETF,trend2,15.98,-1.76,3.30,-0.71,8,true,
W2,A,512480,"半导体ETF",ETF,trend2,49.67,8.19,1.95,0.88,10,true,
W2,A,512170,"医疗ETF",ETF,trend3,15.98,9.14,5.06,1.22,4,true,
W2,A,512880,"证券ETF",ETF,trend3,16.08,14.47,0.00,1.64,2,true,
W3,A,588000,"科创50ETF",ETF,trend2,-14.81,-7.98,2.13,-2.00,10,true,
W2,A,512880,"证券ETF",ETF,trend5,16.08,5.42,0.00,0.82,2,true,
W2,A,512480,"半导体ETF",ETF,trend3,49.67,28.66,5.06,2.13,4,true,
W2,A,512170,"医疗ETF",ETF,trend5,15.98,14.96,0.00,1.95,2,true,
W2,A,512480,"半导体ETF",ETF,trend5,49.67,24.32,1.75,1.87,4,true,
W3,A,588000,"科创50ETF",ETF,trend3,-14.81,-16.71,11.43,-2.32,4,true,
W2,A,512880,"证券ETF",ETF,trend6,16.08,5.84,0.00,0.88,2,true,
W3,A,588000,"科创50ETF",ETF,trend5,-14.81,-13.45,8.47,-2.38,4,true,
W2,A,512170,"医疗ETF",ETF,trend6,15.98,6.42,12.47,1.08,4,true,
W2,A,512480,"半导体ETF",ETF,trend6,49.67,24.32,1.75,1.87,4,true,
W3,A,512170,"医疗ETF",ETF,trend,-13.01,0.68,2.03,0.23,4,true,
W3,A,512880,"证券ETF",ETF,trend,-16.93,-3.48,2.53,-0.84,8,true,
W3,A,588000,"科创50ETF",ETF,trend6,-14.81,-13.45,8.47,-2.38,4,true,
W3,A,512880,"证券ETF",ETF,trend2,-16.93,-4.71,1.33,-1.79,12,true,
W3,A,512480,"半导体ETF",ETF,trend,-9.33,-0.57,14.25,0.05,10,true,
W3,A,512170,"医疗ETF",ETF,trend2,-13.01,-6.34,3.88,-2.87,8,true,
W3,A,512480,"半导体ETF",ETF,trend2,-9.33,2.62,2.26,0.48,6,true,
W4,A,588000,"科创50ETF",ETF,trend,26.54,30.78,11.14,2.59,10,true,
W3,A,512880,"证券ETF",ETF,trend3,-16.93,0.00,0.00,0.00,0,true,
W4,A,588000,"科创50ETF",ETF,trend2,26.54,22.79,1.67,2.10,8,true,
W3,A,512170,"医疗ETF",ETF,trend3,-13.01,0.00,0.00,0.00,0,true,
W3,A,512480,"半导体ETF",ETF,trend3,-9.33,-10.64,12.21,-1.03,4,true,
W3,A,512170,"医疗ETF",ETF,trend5,-13.01,0.00,0.00,0.00,0,true,
W3,A,512880,"证券ETF",ETF,trend5,-16.93,0.00,0.00,0.00,0,true,
W4,A,588000,"科创50ETF",ETF,trend3,26.54,-5.61,7.24,-0.40,6,true,
W3,A,512880,"证券ETF",ETF,trend6,-16.93,0.00,0.00,0.00,0,true,
W3,A,512480,"半导体ETF",ETF,trend5,-9.33,-10.86,9.32,-1.18,4,true,
W3,A,512170,"医疗ETF",ETF,trend6,-13.01,0.00,0.00,0.00,0,true,
W3,A,512480,"半导体ETF",ETF,trend6,-9.33,-10.86,9.32,-1.18,4,true,
W4,A,588000,"科创50ETF",ETF,trend5,26.54,-8.42,5.45,-0.92,6,true,
W4,A,512880,"证券ETF",ETF,trend,-16.60,0.00,0.00,0.00,0,true,
W4,A,588000,"科创50ETF",ETF,trend6,26.54,-8.42,5.45,-0.92,6,true,
W4,A,512170,"医疗ETF",ETF,trend,-22.92,-4.44,3.88,-2.10,4,true,
W4,A,512480,"半导体ETF",ETF,trend,51.28,11.41,0.00,2.30,4,true,
W4,A,512170,"医疗ETF",ETF,trend2,-22.92,-10.77,3.88,-3.71,10,true,
W4,A,512880,"证券ETF",ETF,trend2,-16.60,-0.09,1.57,-0.08,4,true,
W1,A,159928,"消费ETF",ETF,trend,-20.35,4.23,5.42,0.70,6,true,
W4,A,512880,"证券ETF",ETF,trend3,-16.60,0.00,0.00,0.00,0,true,
W4,A,512480,"半导体ETF",ETF,trend2,51.28,45.15,0.00,3.21,6,true,
W4,A,512170,"医疗ETF",ETF,trend3,-22.92,0.00,0.00,0.00,0,true,
W4,A,512480,"半导体ETF",ETF,trend3,51.28,10.11,5.34,0.88,6,true,
W1,A,159928,"消费ETF",ETF,trend2,-20.35,-7.39,5.24,-2.29,8,true,
W4,A,512880,"证券ETF",ETF,trend5,-16.60,0.00,0.00,0.00,0,true,
W1,A,159928,"消费ETF",ETF,trend3,-20.35,-17.92,10.36,-4.58,6,true,
W4,A,512170,"医疗ETF",ETF,trend5,-22.92,0.00,0.00,0.00,0,true,
W4,A,512480,"半导体ETF",ETF,trend5,51.28,6.36,1.88,0.64,6,true,
W4,A,512170,"医疗ETF",ETF,trend6,-22.92,0.00,0.00,0.00,0,true,
W4,A,512880,"证券ETF",ETF,trend6,-16.60,0.00,0.00,0.00,0,true,
W1,A,159928,"消费ETF",ETF,trend5,-20.35,0.00,0.00,0.00,0,true,
W1,HK,09988,"阿里巴巴-W",港股,trend,17.57,10.48,32.79,0.86,8,true,
W4,A,512480,"半导体ETF",ETF,trend6,51.28,9.07,2.82,0.88,6,true,
W1,HK,00700,"腾讯控股",港股,trend,12.00,-3.99,17.59,-0.24,12,true,
W1,HK,03690,"美团-W",港股,trend,-11.29,-12.91,8.62,-0.91,6,true,
W1,A,159928,"消费ETF",ETF,trend6,-20.35,0.00,0.00,0.00,0,true,
W1,HK,09988,"阿里巴巴-W",港股,trend2,17.57,30.66,9.21,2.15,6,true,
W2,A,159928,"消费ETF",ETF,trend,4.19,-0.66,5.06,-0.08,12,true,
W1,HK,00700,"腾讯控股",港股,trend2,12.00,7.66,25.72,0.78,6,true,
W1,HK,03690,"美团-W",港股,trend2,-11.29,-13.80,7.65,-2.21,4,true,
W1,HK,00700,"腾讯控股",港股,trend3,12.00,-5.82,11.28,-0.33,4,true,
W1,HK,09988,"阿里巴巴-W",港股,trend3,17.57,13.23,14.03,0.82,4,true,
W2,A,159928,"消费ETF",ETF,trend2,4.19,1.99,0.85,0.98,6,true,
W1,HK,09988,"阿里巴巴-W",港股,trend5,17.57,3.56,9.21,0.37,4,true,
W1,HK,03690,"美团-W",港股,trend3,-11.29,-34.51,15.46,-2.15,6,true,
W1,HK,00700,"腾讯控股",港股,trend5,12.00,-0.94,6.68,0.05,4,true,
W1,HK,03690,"美团-W",港股,trend5,-11.29,-28.00,12.11,-2.35,6,true,
W2,A,159928,"消费ETF",ETF,trend3,4.19,0.00,0.00,0.04,2,true,
W1,HK,09988,"阿里巴巴-W",港股,trend6,17.57,4.27,9.21,0.41,4,true,
W2,A,159928,"消费ETF",ETF,trend5,4.19,-0.36,0.36,-0.04,2,true,
W1,HK,00700,"腾讯控股",港股,trend6,12.00,-1.33,6.68,0.02,4,true,
W1,HK,03690,"美团-W",港股,trend6,-11.29,-26.34,12.11,-2.19,6,true,
W2,HK,00700,"腾讯控股",港股,trend,32.34,6.76,0.00,1.49,6,true,
W2,HK,09988,"阿里巴巴-W",港股,trend,37.10,9.27,15.95,0.79,14,true,
W2,A,159928,"消费ETF",ETF,trend6,4.19,1.78,0.00,0.47,2,true,
W2,HK,09988,"阿里巴巴-W",港股,trend2,37.10,34.88,0.52,2.47,6,true,
W2,HK,03690,"美团-W",港股,trend,-33.73,-4.99,4.99,-2.16,2,true,
W2,HK,00700,"腾讯控股",港股,trend2,32.34,6.73,4.78,1.19,6,true,
W2,HK,03690,"美团-W",港股,trend2,-33.73,5.95,0.00,1.02,4,true,
W3,A,159928,"消费ETF",ETF,trend,-10.70,0.00,0.00,0.00,0,true,
W2,HK,09988,"阿里巴巴-W",港股,trend3,37.10,43.09,0.00,2.19,2,true,
W3,A,159928,"消费ETF",ETF,trend2,-10.70,-3.07,1.38,-1.61,8,true,
W2,HK,00700,"腾讯控股",港股,trend3,32.34,28.12,0.00,3.14,2,true,
W2,HK,03690,"美团-W",港股,trend3,-33.73,0.00,0.00,0.00,0,true,
W2,HK,00700,"腾讯控股",港股,trend5,32.34,28.12,0.00,3.14,2,true,
W2,HK,09988,"阿里巴巴-W",港股,trend5,37.10,20.08,6.99,1.74,4,true,
W3,A,159928,"消费ETF",ETF,trend3,-10.70,0.00,0.00,0.00,0,true,
W2,HK,09988,"阿里巴巴-W",港股,trend6,37.10,20.08,6.99,1.74,4,true,
W2,HK,03690,"美团-W",港股,trend5,-33.73,0.00,0.00,0.00,0,true,
W2,HK,00700,"腾讯控股",港股,trend6,32.34,28.12,0.00,3.14,2,true,
W2,HK,03690,"美团-W",港股,trend6,-33.73,0.00,0.00,0.00,0,true,
W3,A,159928,"消费ETF",ETF,trend5,-10.70,0.00,0.00,0.00,0,true,
W3,HK,09988,"阿里巴巴-W",港股,trend,-31.72,-1.30,1.42,-0.19,4,true,
W3,A,159928,"消费ETF",ETF,trend6,-10.70,0.00,0.00,0.00,0,true,
W3,HK,00700,"腾讯控股",港股,trend,-25.60,-4.94,3.38,-1.49,8,true,
W3,HK,03690,"美团-W",港股,trend,-21.35,-2.35,2.06,-0.66,4,true,
W3,HK,00700,"腾讯控股",港股,trend2,-25.60,-8.29,7.24,-1.60,6,true,
W3,HK,09988,"阿里巴巴-W",港股,trend2,-31.72,-1.64,4.68,-0.14,6,true,
W4,A,159928,"消费ETF",ETF,trend,-22.70,0.00,0.00,0.00,0,true,
W3,HK,03690,"美团-W",港股,trend2,-21.35,-3.29,2.06,-1.04,4,true,
W3,HK,00700,"腾讯控股",港股,trend3,-25.60,-14.56,8.20,-3.35,4,true,
W3,HK,09988,"阿里巴巴-W",港股,trend3,-31.72,-18.98,11.20,-3.57,4,true,
W4,A,159928,"消费ETF",ETF,trend2,-22.70,-1.00,1.38,-0.61,4,true,
W3,HK,03690,"美团-W",港股,trend3,-21.35,-7.27,7.27,-1.16,2,true,
W4,A,159928,"消费ETF",ETF,trend3,-22.70,0.00,0.00,0.00,0,true,
